"id","main_group","groupa","username","title","type","is_end","updatedt","isban","islock","published","isbad","pack_draft","pack_selling","status","fav","chapter","visitors_all","visitors"
"1628258","1","0","kimmee14302","LOVER  #;TJKCRG THE SERIES (YURI)","2","0","22/4/2017"," 20:42:28","0","1","N","0","0","0","0","8","2","39","0"
"1628259","1","16","NatrujaDoprasert","Klenot อัญมณีสีดำ -แฟนตาซี-","2","0","19/5/2017"," 18:10:09","0","1","N","0","0","0","0","2","2","18","0"
"1628261","1","26","euntime95","(SF NCT) When boy meets boy","2","0","23/4/2017"," 1:51:45","0","1","N","0","0","0","0","17","1","145","1"
"1628268","1","0","KangaSakura","ปิดโปรเจ็คแล้วค่ะ","2","0","5/5/2017"," 15:47:24","0","1","N","0","0","0","0","10","4","811","2"
"1628269","1","26","jinannamfon","[LISA&JUNGKOOK] คุณชายมาเฟียตัวร้ายกับยัยว่าที่หมอตัวแสบ","2","0","2/5/2017"," 21:46:53","0","1","N","0","0","0","0","58","3","343","4"
"1628270","1","1","Death_Darkness","กำแพง ( YURI )","1","0","22/4/2017"," 13:09:22","0","1","N","0","0","0","0","7","0","1129","32"
"1628271","1","26","parn_savipa","(่JKxYou) เเรงเเค้น","2","0","22/4/2017"," 13:29:05","0","1","N","0","0","0","0","0","1","7","0"
"1628272","1","0","kirumasanatsuo","ตกหลุมรัก "เจ้าชิวาว่าตัวน้อย"","2","0","27/4/2017"," 9:11:53","0","1","N","0","0","0","0","0","1","5","0"
"1628274","1","26","ning2534","ขอบคุณที่มีพี่ วันนี้จึงมีผม #MarkBam #พี่มาร์คดื้อมบ","2","0","4/5/2017"," 20:37:35","0","1","N","0","0","0","0","519","6","28611","34"
"1628275","1","1","MinamiMorami1987","[TMS เมื่อผมมีแฟนเป็นนางฟ้า] (อีกากินทุเรียน)","2","0","4/6/2017"," 13:13:20","0","1","N","0","0","0","0","136","27","6752","364"
"1628276","1","26","youngbxyz","มะลิของฮงวอน | HONGMARK","2","0","24/4/2017"," 21:27:36","0","1","N","0","0","0","0","84","1","593","11"
"1628277","1","27","matoom_ktr","รักแท้(อย่า)แพ้พ่อตา[บีคริส]","2","0","25/5/2017"," 17:03:27","0","1","N","0","0","0","0","190","27","4181","49"
"1628278","1","26","twinMsaranghae","[MARKBAM] My Mater","2","0","3/6/2017"," 10:40:44","0","1","N","0","0","0","0","443","23","7760","782"
"1631293","1","16","siwakorn1223","ตำนานบทใหม่ของพี่เลี้ยงจำเป็น!","2","0","29/5/2017"," 17:05:18","0","1","N","0","0","0","0","24","8","305","10"
"1628352","1","1","kotyopo","[FICIllionaire&AOMG] The BO$$ SimonXDok2","2","0","23/4/2017"," 12:29:03","0","1","N","0","0","0","0","3","0","84","3"
"1628459","1","26","wirunchana900","[BTS X YOU] AUNTIE  #ฟิคคุณน้าจองกุก [ft. BLACKPINK GOT7 ]","2","0","6/5/2017"," 12:32:04","0","1","N","0","0","0","0","95","3","588","4"
"1630147","1","30","Natebbybil","[Fic naruto] CAT","2","0","28/4/2017"," 15:23:56","0","1","N","0","0","0","0","3","0","11","0"
"1628840","1","26","DREAMMY-YUME","[K.A.R.D] HOMOSEXUALITY","2","0","5/5/2017"," 22:03:18","0","1","N","0","0","0","0","14","1","151","6"
"1630274","1","4","ITSmilee","[BTS] Heart box ! Kookv or Minv","2","0","5/6/2017"," 6:01:55","0","1","N","0","0","0","0","242","5","1673","223"
"1628281","1","26","imim_jimin_bts","[JIMIN&#215;YOU] กำเเพงกั้นรัก","2","0","3/6/2017"," 10:35:00","0","1","N","0","0","0","0","9","18","145","23"
"1628283","1","16","MiYuKi_1","พ่อบ้านใจกล้าไล่ฆ่าซอมบี้","2","0","27/4/2017"," 13:01:11","0","1","N","0","0","0","0","94","4","569","1"
"1628285","1","1","codestan","Morenatsu (ฉบับนิยายแต่งเอง) รักมาสายของนายทานุกิ","2","0","31/5/2017"," 20:42:41","0","1","N","0","0","0","0","1","6","121","16"
"1628284","1","4","worawan-kaori","ปราการหัวใจ ไฟปราถนา","2","0","22/4/2017"," 13:43:25","0","1","N","0","0","0","0","0","1","24","0"
"1628288","1","8","Sisterris","The blind girl story","2","0","9/5/2017"," 9:13:09","0","1","N","0","0","0","0","2","2","20","0"
"1628289","1","26","imim_jimin_bts","[Jimin &#215; you]ผู้จัดการส่วนตัว ft. Got7 "," bts","2","0","11/5/2017"," 19:20:55","0","1","N","0","0","0","0","1","1","14","2"
"1628295","1","4","mafiapoko123","[Fic 'La Flora] พวกทิวาเป็นลูกของเทพ","2","0","2/6/2017"," 20:01:50","0","1","N","0","0","0","0","2","12","86","3"
"1628296","1","2","warunee_linging","GOT7 [MARK x BAMBAM] รักนายแล้วผิดหรอ?","2","0","22/4/2017"," 13:49:26","0","1","N","0","0","0","0","0","0","4","0"
"1628302","1","26","THEBEATIFUL","(exo)  peach l chanbaek","2","0","22/4/2017"," 14:07:08","0","1","N","0","0","0","0","8","0","11","0"
"1628298","1","26","kim_undershine","[INFINITE Yeolho] Be back to revenge","2","0","25/4/2017"," 12:13:14","0","1","N","0","0","0","0","2","1","151","3"
"1628300","1","26","99Cdreams","[FICEXO] C-Simple #Chanbaek #Hunhan","2","0","26/4/2017"," 0:47:56","0","1","N","0","0","0","0","30","2","185","0"
"1628308","1","22","khondee1998","Grim Reaper","2","0","22/4/2017"," 14:45:47","0","1","N","0","0","0","0","2","1","48","2"
"1628339","1","26","Krii","[Got7 x You] Boyfriend or Bestfriend ft.EXO","2","0","1/6/2017"," 20:17:50","0","1","N","0","0","0","0","7","2","44","1"
"1628311","1","26","cartoonyimyim99","YOU AND ME  TAEGI | KOOKGA","2","0","6/5/2017"," 3:04:38","0","1","N","0","0","0","0","56","4","471","7"
"1631441","1","10","AuroT","เด็กบ้า ท่าจะบ๊อง!!","2","0","27/4/2017"," 12:20:21","0","1","N","0","0","0","0","0","0","1","0"
"1628313","1","2","kidsnanno","Love song เพลงร้าย เพราะหัวใจมีฝัน","2","0","22/4/2017"," 14:16:49","0","1","N","0","0","0","0","0","0","1","0"
"1631808","1","1","bonnie555","Fic{The mask singer} รักวุ่นวาย(Y)ของนายซุปตาร์ #อีกากินทุเรียน #ระฆังฟาดจิงโจ้ #จากัวร์เหยียบแมงมุม","2","0","12/5/2017"," 21:40:37","0","1","N","0","0","0","0","70","1","1150","32"
"1628317","1","26","eill","Blind benefit HunHan #ลับหลังฮฮ","2","0","26/4/2017"," 20:54:08","0","1","N","0","0","0","0","172","1","595","6"
"1629297","1","1","anchanaj1957","เมื่อผมได้เจอเจ้าจิงโจ้ตัวแสบ//////ระฆังฟาดจิงโจ้","2","0","2/6/2017"," 23:55:36","0","1","N","0","0","0","0","43","28","916","41"
"1628321","1","3","irissawongaree","นายแวมไพร์ กับ เจ้าหญิงเงือก","2","0","22/4/2017"," 14:36:04","0","1","N","0","0","0","0","0","0","7","0"
"1628322","1","16","tanapornpin14821","ปฏิบัติการแย่งชิงบัลลังค์กับคำสาปราชินีน้ำแข็ง","2","0","26/4/2017"," 18:00:04","0","1","N","0","0","0","0","4","3","26","0"
"1628323","1","26","qiqma","ex-boyfriend (chanbaek)","2","0","27/4/2017"," 18:25:04","0","1","N","0","0","0","0","62","3","731","6"
"1633419","1","2","6011234","หลงกับดักรัก ยัยทอมตัวร้าย","2","0","30/4/2017"," 16:36:55","0","1","N","0","0","0","0","0","1","5","0"
"1631586","1","26","aeeeeeeeeee","CAROLINE  |JAETEN|","2","0","1/5/2017"," 17:15:34","0","1","N","0","0","0","0","83","2","350","4"
"1631587","1","26","akashine","Dark But Soft [MarkBam]","2","0","27/4/2017"," 22:29:31","0","1","N","0","0","0","0","37","1","141","1"
"1628328","1","2","peavchgy","l LOVE RECKLESS l เสี่ยงรัก","2","0","22/4/2017"," 19:47:59","0","1","N","0","0","0","0","2","2","25","0"
"1628997","1","2","pinkkiipie","Oh my heart อปป้าตัวร้ายพิชิตใจยัยน่ารัก","2","0","23/4/2017"," 17:08:49","0","1","N","0","0","0","0","0","1","6","0"
"1628355","1","3","sangtawanchoonam","MY DRESS: เพียงตะวัน","2","0","25/4/2017"," 17:54:10","0","1","N","0","0","0","0","0","1","34","0"
"1628330","1","1","ggamxz","เผลอใจรัก [Yaoi]","2","0","22/5/2017"," 11:52:31","0","1","N","0","0","0","0","23","4","151","9"
"1628331","1","21","natthida2545now","[Prince]ชูตรักชูตใจเริ่มใหม่กับนายนักบาส","2","0","26/4/2017"," 16:31:38","0","1","N","0","0","0","0","1","1","12","0"
"1628332","1","1","IMMonSTAX","[FIc.Monsta x] คนน่ารักของผม KINYUN X IM","2","0","25/4/2017"," 15:35:28","0","1","N","0","0","0","0","22","2","104","2"
"1628335","1","22","Natkanda","Villain Assassin สายลับทะลุมิติมาเป็นนางร้าย!!","2","0","3/6/2017"," 22:31:55","0","1","N","0","0","0","0","61","5","668","39"
"1628338","1","26","kookmindkook","[BTS X IOI] Feat. K-pop Only you","2","0","31/5/2017"," 19:52:15","0","1","N","0","0","0","0","47","6","350","63"
"1632841","1","26","inspiritfinite","[INFINITE] Love Hate : GyuWoo feat. Myungsoo","2","0","16/5/2017"," 13:35:49","0","1","N","0","0","0","0","10","1","89","3"
"1628344","1","1","ggamxz","ตั้งใจรัก [Yaoi]","2","0","31/5/2017"," 10:18:14","0","1","N","0","0","0","0","52","4","326","130"
"1628345","1","2","Baby_par","คิดยังไม่ออก ยังไม่ได้ตัง","2","0","22/4/2017"," 15:13:03","0","1","N","0","0","0","0","0","0","3","1"
"1628346","1","26","Whereas","[BTS X you] Enraged love","2","0","4/6/2017"," 22:23:19","0","1","N","0","0","0","0","296","17","3977","656"
"1628347","1","26","LaksameePair","โจรกระต่าย {Vkook}","2","0","2/6/2017"," 23:05:23","0","1","N","0","0","0","0","149","31","1615","106"
"1628348","1","26","40465_zin","[Fic Got7] [Mark x You] ปฏิบัติการป่วนหัวใจนายแวมไพร์หน้าหวาน","2","0","8/5/2017"," 16:00:04","0","1","N","0","0","0","0","66","8","558","11"
"1628349","1","26","863416633","[BTS&#215;YOU] ไอดอลสาวกับนายสุดhot~ [ jk v jimin j-h Nj sg j ]","2","0","17/5/2017"," 15:37:51","0","1","N","0","0","0","0","36","16","267","6"
"1628350","1","1","Dykun","ความรักอะ...มันไม่จำกัดวัยหรอก!","2","0","22/4/2017"," 21:08:04","0","1","N","0","0","0","0","0","1","31","0"
"1628351","1","0","kkingkaewww","KwY.__PT","2","0","22/4/2017"," 15:16:48","0","1","N","0","0","0","0","0","1","2","0"
"1628353","1","21","phajera","จันทร์ล้อมใจ","2","0","22/4/2017"," 18:16:21","0","1","N","0","0","0","0","1","1","11","0"
"1631267","1","26","seaannn","{SF/OF} FIC ChanBaek Managerที่รัก&#10084;","2","0","12/5/2017"," 12:12:18","0","1","N","0","0","0","0","26","6","203","0"
"1628359","1","22","wwhysoserious21","JIMIN X YOU PLAYBOY #เกมส์นรก","2","0","15/5/2017"," 21:21:10","0","1","N","0","0","0","0","65","7","394","2"
"1628360","1","2","JamsaiChompoo","รักหวานมัน ความทรงจำแสนดี","2","0","23/4/2017"," 14:48:43","0","1","N","0","0","0","0","2","2","14","1"
"1628672","1","0","Pimnahatai","Nothing for me :)","2","0","22/4/2017"," 23:44:20","0","1","N","0","0","0","0","0","0","1","0"
"1628367","1","2","861587679","มนต์นมสด","2","0","21/5/2017"," 18:28:05","0","1","N","0","0","0","0","9","11","309","7"
"1628368","1","22","misato01","นางร้ายเสแสร้งไม่ใช่ข้าอย่างแน่นอน","2","0","1/6/2017"," 21:57:34","0","1","N","0","0","0","0","2900","16","37184","4932"
"1628369","1","4","wwhysoserious21","เพื่อนสนิท JUNGKOOK X YOU #เพื่อนสนิท","2","0","25/5/2017"," 18:44:36","0","1","N","0","0","0","0","80","7","675","6"
"1628371","1","22","lokigod2536","Fic ( K Project ) กำเนิดราชาสีดำคนใหม่","2","0","23/4/2017"," 9:55:20","0","1","N","0","0","0","0","5","8","156","7"
"1628373","1","3","paksapak","Between the differences [yuri]","2","0","22/4/2017"," 15:51:04","0","1","N","0","0","0","0","5","1","589","19"
"1628374","1","1","furbyaom","The secret of mark #ความลับมาร์ค 3P bammark yugmark","2","0","8/5/2017"," 15:52:59","0","1","N","0","0","0","0","43","3","517","13"
"1628375","1","21","sangtawanchoonam","MY DRESS:ปราชญ์กมล","2","0","22/4/2017"," 16:39:39","0","1","N","0","0","0","0","0","0","81","3"
"1628411","1","1","yourself_88","Steal เสียความมาดนิ่งเพราะโดนชิงหัวใจ&#9829; [Yaoi]","2","0","2/6/2017"," 22:01:56","0","1","N","0","0","0","0","109","11","1232","108"
"1628376","1","1","leolucus_","กาลครั้งหนึ่ง ณ เวลานั้น Once Upon A Time","2","0","23/4/2017"," 19:39:09","0","1","N","0","0","0","0","3","1","27","0"
"1628378","1","26","MeowEiEi","[vkook] : Bad Love : รักร้ายๆของนายมาเฟีย","2","0","28/5/2017"," 19:11:17","0","1","N","0","0","0","0","29","5","665","27"
"1628383","1","26","eunyokk","[bnior/bnyoung] HOW TO &#9825; #วิธีจีบจินยอง","2","0","22/4/2017"," 16:18:06","0","1","N","0","0","0","0","51","1","245","2"
"1628394","1","0","mint_1709","ภารกิจตามหาหัวใจพวกหนุ่มสุดฮอต","2","0","15/5/2017"," 12:40:34","0","1","N","0","0","0","0","1","4","9","0"
"1628395","1","22","59kamonchanokta","Toy shop ร้านของเล่นแห่งความทรงจำ","2","0","22/4/2017"," 16:24:49","0","1","N","0","0","0","0","1","0","7","0"
"1628396","1","29","poon9256","Reverse drama ละครที่กลับด้าน [Harry Potter : DM/HP]","2","0","24/4/2017"," 13:15:37","0","1","N","0","0","0","0","27","1","286","10"
"1628397","1","26","oumpqiiz","MY THEDA [gahope] #ฟิคปกป้อง","2","0","22/4/2017"," 16:35:43","0","1","N","0","0","0","0","18","1","206","8"
"1628406","1","16","mamiru_noto_pn","SERN อหังการจอมเวทย์นอกรีต","2","0","3/5/2017"," 17:22:03","0","1","N","0","0","0","0","10","6","229","4"
"1628490","1","26","syria","PHOTOGRAPHER | yeryeo yewook","2","0","5/5/2017"," 23:13:40","0","1","N","0","0","0","0","10","1","136","4"
"1628409","1","1","847147100","Love it โคตรรักเลย","2","0","28/5/2017"," 0:16:18","0","1","N","0","0","0","0","1","2","91","4"
"1628410","1","26","biibulish","(nct) instagram | #nomin","2","0","30/5/2017"," 0:44:32","0","1","N","0","0","0","0","213","3","868","103"
"1631171","1","2","iiwnpzt","#ก็อตโจ fiction","2","0","31/5/2017"," 7:47:31","0","1","N","0","0","0","0","35","4","803","170"
"1628418","1","26","DHMA","เกิดชาติหน้าจะรักคุณ (TaeTen)","1","0","25/5/2017"," 22:46:15","0","1","N","0","0","0","0","2","0","94","7"
"1628419","1","1","12318877","เรื่องราวรักๆของbts [YAOI]","2","0","1/5/2017"," 19:32:15","0","1","N","0","0","0","0","0","4","26","1"
"1628420","1","26","SSONE2ONCE1","FIC มั่ว","2","0","22/4/2017"," 17:03:03","0","1","N","0","0","0","1","0","0","1","0"
"1628424","1","0","reborn191147","(Fic Harry Potter)  Sister of James Potter","2","0","22/4/2017"," 18:22:55","0","1","N","0","0","0","0","8","1","50","0"
"1628425","1","2","TaeTaeJinYoung","[FIC EXO] Cute and dark #ChanBaek #KrisLay #TaoHo #KaiDo #ChenMin #HunHan","2","0","10/5/2017"," 20:04:47","0","1","N","0","0","0","0","38","3","109","1"
"1628428","1","6","Sanzy","The adventure of korn -การผจญภัยของกร","2","0","22/4/2017"," 17:11:16","0","1","N","0","0","0","0","0","0","3","0"
"1628433","1","1","KnckncKncknc","H E L L O W I N T E R.","2","0","22/4/2017"," 17:51:13","0","1","N","0","0","0","0","0","2","3","0"
"1628438","1","0","Arisra_prawe","Retrun love","2","0","24/4/2017"," 18:55:59","0","1","N","0","0","0","0","0","3","5","0"
"1628441","1","1","pkpinkpigpik","LOVE ON TOP : ฉันรักเธอจัง [YURI]","2","0","15/5/2017"," 17:48:48","0","1","N","0","0","0","0","276","20","5280","90"
"1628591","1","1","MickeyHC","คนเหี้ยๆที่อยากได้มึง [ฟิดxโบ้ท]","[เบฟxเฟย์]","2","0","22/4/2017"," 21:32:36","0","1","N","0","0","0","0","0","0","1","0"
"1628443","1","2","boomboom1a","My friend ซ่อนรักไว้ใครจะรู้ {อาทีม x เบบี๋}","2","0","23/4/2017"," 17:21:59","0","1","N","0","0","0","0","1","2","8","0"
"1628452","1","17","ToBeMYTH","พลิกฟ้าผ่าปฐพี","2","0","25/4/2017"," 19:30:31","0","1","N","0","0","0","0","46","7","954","26"
"1628454","1","2","LittleRabbitInam","SISTER IN WINTER &#9829;","2","0","24/4/2017"," 18:50:29","0","1","N","0","0","0","0","8","1","143","7"
"1628455","1","16","Fueng15","changements &#224; การเปลี่ยนแปลง","2","0","22/4/2017"," 17:59:47","0","1","N","0","0","0","0","1","1","5","0"
"1628456","1","22","0856637307nan","ตำนานรักแวมไพร์","2","0","26/4/2017"," 11:05:14","0","1","N","0","0","0","0","25","10","230","2"
"1628457","1","16","aomchanida423","ไปตามหาฮาเร็มที่ต่างโลก!!!","2","0","27/5/2017"," 17:44:14","0","1","N","0","0","0","0","179","12","2477","38"
"1630224","1","1","pinogochan","เมื่อผมต้องมาอยู่กับรูมเมดสุดหื่น","2","0","25/4/2017"," 16:05:52","0","1","N","0","0","0","0","1","2","11","0"
"1628458","1","26","JAEMIN2543","[HOSTELหอพักรักป่วน&#9825;{Markmin} Fic NCT]","2","0","2/5/2017"," 10:45:25","0","1","N","0","0","0","0","39","2","179","3"
"1628460","1","26","frozenlemonn","B | MY ROBOT #บีมายโรบอท (markbam)","2","0","16/5/2017"," 20:48:46","0","1","N","0","0","0","0","139","4","946","26"
"1628461","1","1","at1026","ยาหยีของเดชา  (แนวMpreg ผู้ชายท้องได้นะ)","2","0","20/5/2017"," 21:54:17","0","1","N","0","0","0","0","141","12","1740","33"
"1628463","1","26","MYMINT59","นิยาย [Fic Got7] [Markjae] Black Love รักที่โลเล","2","0","12/5/2017"," 17:28:46","0","1","N","0","0","0","0","16","0","307","15"
"1628464","1","26","pitchagon_y","(FIC GOT7) Adorable - MarkBam","2","0","22/4/2017"," 18:40:13","0","1","N","0","0","0","0","29","1","107","6"
"1628477","1","26","prayfahqy","[ FIC ] MY WORLD { TaeNy } ft. SNSD","2","0","13/5/2017"," 22:02:20","0","1","N","0","0","0","0","73","2","1821","91"
"1628478","1","26","Popeye_ts","PhukongPark |ผู้กองปาร์ค|  ChanBaek [Mpreg]","2","0","21/5/2017"," 19:44:45","0","1","N","0","0","0","0","380","13","3538","43"
"1628479","1","2","disneycom45","Lucky in love[Zayn]","2","0","26/4/2017"," 15:34:20","0","1","N","0","0","0","0","0","4","71","2"
"1628482","1","1","WatTo_OffGun","[ Off x Gun ] Freshy man.. แจกความสดใสให้นายคน Cool .. [ ออฟกัน ]","2","0","28/5/2017"," 14:25:36","0","1","N","0","0","0","0","52","2","1441","61"
"1628484","1","26","akbroo0048","(momo twice x exo bts got7 )คลังมโนของใบบัว'ติ่งบังทัน -พักอัพ-","2","0","19/5/2017"," 16:58:42","0","1","N","0","0","0","0","11","4","304","9"
"1628485","1","0","SnoWzm","Jimin x You <The Secret>","2","0","1/5/2017"," 19:51:15","0","1","N","0","0","0","0","75","7","467","6"
"1628486","1","22","mantrawaree","[Fic]ในอ้อมกอดเหมันต์ ( &#24187;&#22478; ) | Ying Kong Shi + Lan Shang","2","0","7/5/2017"," 16:06:01","0","1","N","0","0","0","0","2","3","115","3"
"1633402","1","16","ssunrise2003","[Girl under the moon] เด็กสาวใต้เงาพระจันทร์","2","0","2/5/2017"," 14:42:18","0","1","N","0","0","0","0","0","1","10","0"
"1633403","1","16","Jia-hi","We're one รักรวมใจ","2","0","30/4/2017"," 14:47:58","0","1","N","0","0","0","0","0","1","6","1"
"1628494","2","2","riarprsw","พระคัมภีร์คาทอลิก","2","0","22/4/2017"," 19:17:33","0","1","N","0","0","0","0","0","0","1","0"
"1628495","1","9","GGJJTV","บันทึกในวันจุดจบ","2","0","22/4/2017"," 19:18:54","0","1","N","0","0","0","0","0","0","1","0"
"1628496","1","2","Irin412","Love the war สงครามรักกับยัยจอมเพี้ยน","2","0","17/5/2017"," 19:20:34","0","1","N","0","0","0","0","0","3","6","0"
"1628498","1","23","25472008k","[BTS X YOU] First love มันคือเรื่องเหลือเชื่อ","2","0","8/5/2017"," 19:45:32","0","1","N","0","0","0","0","9","4","48","0"
"1628500","1","2","matdetz49","นายฮิปฮอปปิ้งรักยัยหน้าหวาน","2","0","13/5/2017"," 12:51:34","0","1","N","0","0","0","0","1","1","8","0"
"1628506","1","9","zwennyinyi","รักคือการหลอกลวง","2","0","14/5/2017"," 15:32:46","0","1","N","0","0","0","0","2","12","39","0"
"1628507","1","1","konoha-uzumaki","[YAOI] Ragnarok Of OmegaVerse : โลกของโอเมก้า","2","0","27/5/2017"," 21:51:22","0","1","N","0","0","0","0","1063","34","19855","304"
"1629432","1","30","860493778","ได้โปรดอย่ามายุ่งกับกับฉัน","2","0","6/5/2017"," 16:42:24","0","1","N","0","0","0","0","2","1","14","0"
"1628509","1","4","TUKTA_3360","แรงแค้นปราถนา","2","0","28/5/2017"," 18:54:45","0","1","N","0","0","0","0","6","5","78","0"
"1628510","1","30","delightfuture","[Fic Naruto] Family","2","0","30/5/2017"," 0:40:34","0","1","N","0","0","0","0","92","16","2417","42"
"1628512","1","30","KNIGHTMARE_KING","[Attack on titan] รักวุ่นๆ อลเวงโลกไททัน! ภาค2 [Season2]","2","0","3/6/2017"," 12:33:15","0","1","N","0","0","0","0","187","29","3953","305"
"1628516","1","12","amaraamara","ในกาล","2","0","27/5/2017"," 21:42:35","0","1","N","0","0","0","0","22","7","424","26"
"1632687","1","22","Bangtanidolz","[Bts x you] vampire x you แวมไพร์ทั้ง7 กับลูกสาวมาเฟีย","2","0","21/5/2017"," 17:33:08","0","1","N","0","0","0","0","94","3","2157","102"
"1628517","1","26","Gavevy","[FIC SNSD] EVERYTHING (#JeTi)(YURI)","2","0","27/5/2017"," 14:46:07","0","1","N","0","0","0","0","68","2","1405","53"
"1628518","1","1","4ACTM","[Yaoi] Secretly Love รักคือการแอบ","2","0","21/5/2017"," 15:45:33","0","1","N","0","0","0","0","9","4","57","1"
"1628519","1","26","poompuymerry","~ Heir. [KYUMIN Ft.KIHAE] ~","2","0","3/6/2017"," 20:21:27","0","1","N","0","0","0","0","104","8","2930","277"
"1628521","1","1","le-je","Control XXX (yaoi)","2","0","22/4/2017"," 20:06:46","0","1","N","0","0","0","0","0","0","10","2"
"1628522","1","26","Myuko","DETRIMENTAL (#JINGA)","2","0","28/4/2017"," 19:57:21","0","1","N","0","0","0","0","27","2","164","3"
"1628523","1","26","Num98","Draw a dream วาดฝันอิสรภาพแห่งหัวใจ","2","0","8/5/2017"," 18:25:31","0","1","N","0","0","0","0","8","2","317","12"
"1628524","1","2","omkie1987","เปรี้ยวหวานซ่อนรัก","2","0","27/5/2017"," 16:05:47","0","1","N","0","0","0","0","27","8","718","6"
"1630363","1","2","pownnice2547","{ST} Idol honey รักนายนะสุดหล่อของฉัน","2","0","2/6/2017"," 19:49:48","0","1","N","0","0","0","0","37","15","349","59"
"1628565","1","2","MawNumWriter","Ruthless Doctor หมอโหด (ยังไม่เปิดเรื่อง)","2","0","22/4/2017"," 21:51:36","0","1","N","0","0","0","0","3","0","6","0"
"1628566","1","22","nattapatmarine","Dum spiro spero [Fic Naruto NaruSasu]","2","0","8/5/2017"," 5:16:39","0","1","N","0","0","0","0","25","7","649","17"
"1628548","1","0","Tongkcp","แจกรูป inazuma eleven & inazuma eleven go","2","0","22/4/2017"," 20:53:41","0","1","N","0","0","0","0","1","2","30","2"
"1628549","1","26","beautifulmoon","[Markjae] accident of memory ความรักที่จำไม่ได้ ft. Got7","2","0","26/5/2017"," 19:20:20","0","1","N","0","0","0","0","25","3","406","13"
"1628556","1","26","K-Katt","[ChanSoo] First Love","2","0","22/4/2017"," 23:31:36","0","1","N","0","0","0","0","3","1","16","0"
"1628560","1","2","MawNumWriter","Heartless Doctor หมอมึน (ยังไม่เปิดเรื่อง)","2","0","29/4/2017"," 14:13:18","0","1","N","0","0","0","0","3","0","12","0"
"1628561","1","26","Jubchai","{NCT x GOT7} แดนสรวง #ฟิคคู่ห้า l Taeten Markbam BJin Jackjae Hanta","2","0","24/4/2017"," 10:25:04","0","1","N","0","0","0","0","24","1","221","2"
"1628562","1","1","Tongkcp","นายแบดบอยขยุ้มหัวใจ นายเย็นชา [fic. inazuma eleven]","2","0","22/4/2017"," 21:47:16","0","1","N","0","0","0","0","5","1","33","2"
"1628568","1","27","Pimdaw555naka","You Are My Heart  เธอคือของฉัน [บีคริส] [beecris]","2","0","1/6/2017"," 6:58:36","0","1","N","0","0","0","0","198","6","2494","300"
"1628569","1","1","TeryTY_Teryty","Love danger รักอันตราย","2","0","29/4/2017"," 7:35:58","0","1","N","0","0","0","0","12","12","110","2"
"1628570","1","26","M0494","[Chanbaek]preempt คนนี้ผมจอง","2","0","23/4/2017"," 11:35:19","0","1","N","0","0","0","0","4","1","7","0"
"1628572","1","1","1808PorschePor","from PAST to FUTURE อดีตเพื่อน อนาคต... หล่ะ? (YAOI)","2","0","4/6/2017"," 20:16:26","0","1","N","0","0","0","0","44","23","530","45"
"1628575","1","26","ninewnew14449","EXO มหาลัยอลเวงวุ่นรักพี่น้องสายรหัส","2","0","21/5/2017"," 20:59:23","0","1","N","0","0","0","0","68","8","436","12"
"1628577","1","21","ATP3","สาวหวานขี้มโน กับหนุ่มนายมาดกวน","2","0","24/4/2017"," 20:22:33","0","1","N","0","0","0","0","1","1","9","0"
"1628590","1","26","KimWingks","[BTS] ~The Writer~ (KookV) #ฟิคกุกวีนักเขียน","2","0","24/4/2017"," 14:14:50","0","1","N","0","0","0","0","111","2","498","3"
"1628578","1","2","saymyname2002","[The Mask Singer] มหัศจรรย์หน้ากากหรรษา.","2","0","2/5/2017"," 21:48:21","0","1","N","0","0","0","0","30","15","1201","19"
"1628579","1","2","KongKwanwriter","BURNING HELL (ยังไม่เปิดเรื่อง)","2","0","30/4/2017"," 0:37:30","0","1","N","0","0","0","0","0","0","12","1"
"1629769","1","26","bambamleenanuwat","[ Bts x Blackpink ] Fall in Love  ตกหลุมรักนายจอมป่วน","2","0","24/4/2017"," 21:24:35","0","1","N","0","0","0","0","21","0","14","0"
"1628583","1","26","parrypraew","[NCT] Feeling Warm | TAETEN","2","0","9/5/2017"," 21:59:17","0","1","N","0","0","0","0","39","4","379","5"
"1628584","1","2","LittleRabbitInam","SISTER IN FEBRUARY &#9829;","2","0","11/5/2017"," 14:54:22","0","1","N","0","0","0","0","22","1","210","3"
"1629660","1","4","melodyilltop","FIN TEEM หน่วยพิทัก","2","0","19/5/2017"," 7:33:02","0","1","N","0","0","0","0","0","2","6","0"
"1628587","1","26","SaowalakPaly","{FIC EXO} bimil - chansoo","2","0","28/4/2017"," 14:24:17","0","1","N","0","0","0","0","72","2","825","12"
"1628588","1","1","Oso-chan","ชายเเก่เลี้ยงลิงเผือก","1","0","23/4/2017"," 4:57:52","0","1","N","0","0","0","0","3","0","186","3"
"1628593","1","1","Melbournebabe","[os/sf]Little peach (Allxharry)","2","0","23/4/2017"," 18:36:24","0","1","N","0","0","0","0","1","0","1","0"
"1628594","1","4","Suanglnw","แอบรัก..นักดนตรี","2","0","23/4/2017"," 11:14:04","0","1","N","0","0","0","0","0","0","13","0"
"1628595","1","26","DHMA","I Miss You (Krislaychen)","1","0","25/5/2017"," 22:47:38","0","1","N","0","0","0","0","0","0","62","13"
